Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"IL4R","Interleukin 4 Receptor","Protein Coding","P24394","54","GC16P046806","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4R"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","O00300","54","GC08M118923","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"CD14","CD14 Molecule","Protein Coding","P08571","53","GC05M140631","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14"
"TIMP1","TIMP Metallopeptidase Inhibitor 1","Protein Coding","P01033","52","GC0XP047922","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1"
"TXN","Thioredoxin","Protein Coding","P10599","52","GC09M110243","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN"
"APOL1","Apolipoprotein L1","Protein Coding","O14791","51","GC22P036253","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL1"
"SLC22A3","Solute Carrier Family 22 Member 3","Protein Coding","O75751","51","GC06P160348","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A3"
"APOH","Apolipoprotein H","Protein Coding","P02749","50","GC17M066212","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH"
"IL18","Interleukin 18","Protein Coding","Q14116","50","GC11M112143","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"OLR1","Oxidized Low Density Lipoprotein Receptor 1","Protein Coding","P78380","49","GC12M024903","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLR1"
"STAB1","Stabilin 1","Protein Coding","Q9NY15","48","GC03P052495","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1"
"ZPR1","ZPR1 Zinc Finger","Protein Coding","O75312","46","GC11M116777","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPR1"
"CXCL3","C-X-C Motif Chemokine Ligand 3","Protein Coding","P19876","45","GC04M074036","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL3"
"ANKS1A","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 1A","Protein Coding","Q92625","43","GC06P104213","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS1A"
"SFTA3","Surfactant Associated 3","RNA Gene","P0C7M3","36","GC14M036474","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3"
"KCNQ1OT1","KCNQ1 Opposite Strand/Antisense Transcript 1","RNA Gene","","30","GC11M008063","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1"
"MIAT","Myocardial Infarction Associated Transcript","RNA Gene","","27","GC22P026646","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT"
"GAS5","Growth Arrest Specific 5","RNA Gene","","26","GC01M173947","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"XIST","X Inactive Specific Transcript","RNA Gene","","26","GC0XM073820","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"MIR27A","MicroRNA 27a","RNA Gene","","25","GC19M015530","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"MIR192","MicroRNA 192","RNA Gene","","24","GC11M064891","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"MIR9-1","MicroRNA 9-1","RNA Gene","","23","GC01M156420","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1"
"MIR124-1","MicroRNA 124-1","RNA Gene","","22","GC08M009903","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1"
"MIR17","MicroRNA 17","RNA Gene","","22","GC13P091350","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"MIR193A","MicroRNA 193a","RNA Gene","","22","GC17P031559","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A"
"MIR215","MicroRNA 215","RNA Gene","","22","GC01M220117","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR215"
"MIR335","MicroRNA 335","RNA Gene","","22","GC07P130496","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335"
"MIR615","MicroRNA 615","RNA Gene","","22","GC12P054033","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR615"
"MIR9-2","MicroRNA 9-2","RNA Gene","","22","GC05M088666","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-2"
"MIR92A1","MicroRNA 92a-1","RNA Gene","","22","GC13P091616","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1"
"MIR124-2","MicroRNA 124-2","RNA Gene","","21","GC08P064379","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-2"
"MIR367","MicroRNA 367","RNA Gene","","21","GC04M112647","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR367"
"MIR9-3","MicroRNA 9-3","RNA Gene","","21","GC15P089368","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-3"
"LINC00504","Long Intergenic Non-Protein Coding RNA 504","RNA Gene","","20","GC04M014478","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00504"
"MIR124-3","MicroRNA 124-3","RNA Gene","","20","GC20P063802","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-3"
"MIR1249","MicroRNA 1249","RNA Gene","","20","GC22M045200","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1249"
"MIR885","MicroRNA 885","RNA Gene","","20","GC03M010649","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR885"
"MIR1915","MicroRNA 1915","RNA Gene","","19","GC10M021496","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1915"
"MIR301B","MicroRNA 301b","RNA Gene","","19","GC22P051877","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR301B"
"MIR744","MicroRNA 744","RNA Gene","","19","GC17P012081","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR744"
"MIR1303","MicroRNA 1303","RNA Gene","","18","GC05P154685","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1303"
"MIR1304","MicroRNA 1304","RNA Gene","","18","GC11M109854","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1304"
"MIR502","MicroRNA 502","RNA Gene","","18","GC0XP050014","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR502"
"MIR624","MicroRNA 624","RNA Gene","","18","GC14M031014","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR624"
"MIR92A2","MicroRNA 92a-2","RNA Gene","","18","GC0XM134375","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A2"
"TTTY10","Testis-Specific Transcript, Y-Linked 10","RNA Gene","Q9BZA0","18","GC0YM020375","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY10"
"LINC02882","Long Intergenic Non-Protein Coding RNA 2882","RNA Gene","","17","GC12M073212","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02882"
"MIR4423","MicroRNA 4423","RNA Gene","","17","GC01P085133","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4423"
"ARF4-AS1","ARF4 Antisense RNA 1","RNA Gene","","16","GC03P057597","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF4-AS1"
"LINC01258","Long Intergenic Non-Protein Coding RNA 1258","RNA Gene","","16","GC04M038423","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01258"
"LINC01725","Long Intergenic Non-Protein Coding RNA 1725","RNA Gene","","16","GC01M083348","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01725"
"LINC02955","Long Intergenic Non-Protein Coding RNA 2955","RNA Gene","","16","GC12P028712","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02955"
"MIR1208","MicroRNA 1208","RNA Gene","","16","GC08P128150","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1208"
"MIR3126","MicroRNA 3126","RNA Gene","","16","GC02P069103","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3126"
"MIR4446","MicroRNA 4446","RNA Gene","","16","GC03P113594","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4446"
"MIR500B","MicroRNA 500b","RNA Gene","","16","GC0XP052216","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR500B"
"SNORD7","Small Nucleolar RNA, C/D Box 7","RNA Gene","","16","GC17P035573","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD7"
"MIR1911","MicroRNA 1911","RNA Gene","","15","GC0XP114763","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1911"
"LINC02895","Long Intergenic Non-Protein Coding RNA 2895","RNA Gene","","14","GC15M038012","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02895"
"MIR4721","MicroRNA 4721","RNA Gene","","14","GC16M040702","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4721"
"MIR4802","MicroRNA 4802","RNA Gene","","14","GC04M040507","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4802"
"MIR4656","MicroRNA 4656","RNA Gene","","13","GC07M004788","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4656"
"MIR6515","MicroRNA 6515","RNA Gene","","13","GC19P012940","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6515"
"ENSG00000230490","Novel Transcript","RNA Gene","","12","GC13M038427","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000230490"
"ENSG00000245768","Novel Transcript","RNA Gene","","12","GC16P058733","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000245768"
"ENSG00000250519","Novel Transcript","RNA Gene","","12","GC11P094182","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000250519"
"ENSG00000258081","Novel Transcript","RNA Gene","","12","GC14P038490","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258081"
"MIR499B","MicroRNA 499b","RNA Gene","","12","GC20M034990","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR499B"
"MIR6761","MicroRNA 6761","RNA Gene","","12","GC12P111799","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6761"
"MIR6797","MicroRNA 6797","RNA Gene","","12","GC19P083360","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6797"
"MIR6869","MicroRNA 6869","RNA Gene","","12","GC20M001392","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6869"
"MIR6864","MicroRNA 6864","RNA Gene","","11","GC17M013364","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6864"
"ENSG00000235450","Novel Transcript","RNA Gene","","10","GC07M091366","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000235450"
"ENSG00000251216","Novel Transcript","RNA Gene","","10","GC04M173924","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000251216"
"LOC101927560","Uncharacterized LOC101927560","RNA Gene","","10","GC01M083801","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927560"
"MIR6501","MicroRNA 6501","RNA Gene","","10","GC21P033550","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6501"
"MIR6764","MicroRNA 6764","RNA Gene","","10","GC14P100277","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6764"
"MIR6784","MicroRNA 6784","RNA Gene","","10","GC17M045114","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6784"
"MIR6875","MicroRNA 6875","RNA Gene","","10","GC07P100868","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6875"
"MIR7845","MicroRNA 7845","RNA Gene","","10","GC02P207166","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7845"
"MIR6758","MicroRNA 6758","RNA Gene","","9","GC12P057512","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6758"
"MIR6856","MicroRNA 6856","RNA Gene","","9","GC09P130626","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6856"
"MIR6873","MicroRNA 6873","RNA Gene","","9","GC06M033287","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6873"
"MIR6882","MicroRNA 6882","RNA Gene","","9","GC15M074840","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6882"
"MIR7151","MicroRNA 7151","RNA Gene","","9","GC10M067403","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7151"
"ENSG00000253288","Novel Transcript","RNA Gene","","8","GC08M137749","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000253288"
"MIR6862-1","MicroRNA 6862-1","RNA Gene","","8","GC16M028391","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6862-1"
"MIR6862-2","MicroRNA 6862-2","RNA Gene","","8","GC16P028724","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6862-2"
"lnc-IQCM-2","","RNA Gene","","8","GC04M149353","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IQCM-2"
"lnc-HMGXB4-8","","RNA Gene","","7","GC22P052311","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HMGXB4-8"
"ENSG00000277577","","RNA Gene","","6","GC0XM073831","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277577"
"MK280073-022","","RNA Gene","","6","GC01M172595","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-022"
"MK280073-023","","RNA Gene","","6","GC01P173326","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-023"
"MK280073-058","","RNA Gene","","6","GC10P112107","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-058"
"MK280073-120","","RNA Gene","","6","GC12P089444","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-120"
"MK280073-197","","RNA Gene","","6","GC15P055965","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-197"
"MK280073-202","","RNA Gene","","6","GC15M133411","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-202"
"MK280073-346","","RNA Gene","","6","GC02M060134","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-346"
"MK280073-501","","RNA Gene","","6","GC04M181631","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-501"
"MK280073-521","","RNA Gene","","6","GC05P078685","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-521"
"MK280073-008","","RNA Gene","","5","GC01P059371","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-008"
"MK280073-013","","RNA Gene","","5","GC01M067179","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-013"
"MK280073-020","","RNA Gene","","5","GC01P092548","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-020"
"MK280073-025","","RNA Gene","","5","GC01P185641","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-025"
"MK280073-049","","RNA Gene","","5","GC10M076146","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-049"
"MK280073-052","","RNA Gene","","5","GC10P099794","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-052"
"MK280073-055","","RNA Gene","","5","GC10M094717","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-055"
"MK280073-059","","RNA Gene","","5","GC10P112254","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-059"
"MK280073-060","","RNA Gene","","5","GC10M117083","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-060"
"MK280073-063","","RNA Gene","","5","GC10P129576","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-063"
"MK280073-083","","RNA Gene","","5","GC11P086684","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-083"
"MK280073-093","","RNA Gene","","5","GC11P128143","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-093"
"MK280073-121","","RNA Gene","","5","GC12P094826","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-121"
"MK280073-164","","RNA Gene","","5","GC14P039499","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-164"
"MK280073-175","","RNA Gene","","5","GC14P054332","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-175"
"MK280073-199","","RNA Gene","","5","GC15M134785","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-199"
"MK280073-203","","RNA Gene","","5","GC15P135552","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-203"
"MK280073-206","","RNA Gene","","5","GC15M134788","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-206"
"MK280073-216","","RNA Gene","","5","GC15P135558","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-216"
"MK280073-273","","RNA Gene","","5","GC17M069617","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-273"
"MK280073-296","","RNA Gene","","5","GC18M051972","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-296"
"MK280073-300","","RNA Gene","","5","GC18M055802","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-300"
"MK280073-334","","RNA Gene","","5","GC19P087142","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-334"
"MK280073-351","","RNA Gene","","5","GC02P084228","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-351"
"MK280073-353","","RNA Gene","","5","GC02P097939","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-353"
"MK280073-460","","RNA Gene","","5","GC03M101539","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-460"
"MK280073-461","","RNA Gene","","5","GC03M107696","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-461"
"MK280073-475","","RNA Gene","","5","GC03M193609","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-475"
"MK280073-493","","RNA Gene","","5","GC04M074249","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-493"
"MK280073-510","","RNA Gene","","5","GC05M033352","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-510"
"MK280073-513","","RNA Gene","","5","GC05P051640","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-513"
"MK280073-522","","RNA Gene","","5","GC05M080516","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-522"
"MK280073-524","","RNA Gene","","5","GC05M081057","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-524"
"MK280073-527","","RNA Gene","","5","GC05P090242","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-527"
"MK280073-571","","RNA Gene","","5","GC07P032182","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-571"
"MK280073-621","","RNA Gene","","5","GC08M104962","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-621"
"MK280073-623","","RNA Gene","","5","GC08P108062","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-623"
"MK280073-001","","RNA Gene","","4","GC01P004042","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-001"
"MK280073-007","","RNA Gene","","4","GC01M055497","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-007"
"MK280073-018","","RNA Gene","","4","GC01P090554","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-018"
"MK280073-027","","RNA Gene","","4","GC01M211406","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-027"
"MK280073-028","","RNA Gene","","4","GC01P216489","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-028"
"MK280073-030","","RNA Gene","","4","GC01M234053","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-030"
"MK280073-037","","RNA Gene","","4","GC10M023670","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-037"
"MK280073-040","","RNA Gene","","4","GC10P031285","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-040"
"MK280073-044","","RNA Gene","","4","GC10P058233","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-044"
"MK280073-046","","RNA Gene","","4","GC10M063996","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-046"
"MK280073-047","","RNA Gene","","4","GC10P072439","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-047"
"MK280073-051","","RNA Gene","","4","GC10M088188","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-051"
"MK280073-053","","RNA Gene","","4","GC10M091735","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-053"
"MK280073-056","","RNA Gene","","4","GC10M098725","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-056"
"MK280073-057","","RNA Gene","","4","GC10P099384","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-057"
"MK280073-071","","RNA Gene","","4","GC11P025835","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-071"
"MK280073-072","","RNA Gene","","4","GC11P030182","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-072"
"MK280073-073","","RNA Gene","","4","GC11P032735","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-073"
"MK280073-075","","RNA Gene","","4","GC11P035706","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-075"
"MK280073-079","","RNA Gene","","4","GC11P074389","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-079"
"MK280073-081","","RNA Gene","","4","GC11P079429","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-081"
"MK280073-082","","RNA Gene","","4","GC11M110773","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-082"
"MK280073-089","","RNA Gene","","4","GC11M109966","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-089"
"MK280073-090","","RNA Gene","","4","GC11P113709","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-090"
"MK280073-091","","RNA Gene","","4","GC11P114536","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-091"
"MK280073-092","","RNA Gene","","4","GC11M115880","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-092"
"MK280073-103","","RNA Gene","","4","GC12P030304","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-103"
"MK280073-106","","RNA Gene","","4","GC12P045374","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-106"
"MK280073-115","","RNA Gene","","4","GC12M066098","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-115"
"MK280073-116","","RNA Gene","","4","GC12M070474","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-116"
"MK280073-117","","RNA Gene","","4","GC12P072448","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-117"
"MK280073-119","","RNA Gene","","4","GC12M088712","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-119"
"MK280073-123","","RNA Gene","","4","GC12M097607","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-123"
"MK280073-125","","RNA Gene","","4","GC13P021728","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-125"
"MK280073-140","","RNA Gene","","4","GC13M066024","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-140"
"MK280073-149","","RNA Gene","","4","GC13P094375","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-149"
"MK280073-150","","RNA Gene","","4","GC13P094874","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-150"
"MK280073-153","","RNA Gene","","4","GC13P110050","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-153"
"MK280073-154","","RNA Gene","","4","GC13P111137","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-154"
"MK280073-168","","RNA Gene","","4","GC14P039490","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-168"
"MK280073-174","","RNA Gene","","4","GC14M049148","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-174"
"MK280073-176","","RNA Gene","","4","GC14P056234","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-176"
"MK280073-179","","RNA Gene","","4","GC14P062288","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-179"
"MK280073-180","","RNA Gene","","4","GC14M066686","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-180"
"MK280073-182","","RNA Gene","","4","GC14M072413","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-182"
"MK280073-183","","RNA Gene","","4","GC14M085022","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-183"
"MK280073-185","","RNA Gene","","4","GC14M115935","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-185"
"MK280073-190","","RNA Gene","","4","GC15P055677","1.17731165885925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-190"
